AgencyCode,AgencyName,Cesa,ReferendumId,VoteDate,ReferendumTypeCode,ReferendumType,Amount,AnnualAmount,BriefDescription,FullDescription,YesVotes,NoVotes,ReferendumStatusCode,ReferendumStatus
6354,Weston School District (6354),03,3606,2008-04-01,RR,Recurring Referendum,265000.0,"2008-2009  265000.00,2009-2010  82000.00,2010-2011  285000.00,2011-2012  12000.00",To exceed revenue cap for operational needs - recurring.,"RESOLUTIONS PROVIDING FOR A REFERENDUM ELECTION ON THE
QUESTION OF THE APPROVAL OF AN INITIAL RESOLUTION
AUTHORIZING THE WESTON SCHOOL DISTRICT TO EXCEED REVENUE LIMITS ANNUALLY ON A RECURRING BASIS

WHEREAS, the School Board of the Weston School District, Sauk and Richland Counties, Wisconsin (the ?District?), pursuant to Section 121.91(3) of the Wisconsin Statutes, has duly adopted an initial resolution entitled: ?Initial Resolution Authorizing the Weston School District to exceed its revenue limit imposed under Section 121.91(2)(m) of the Wisconsin Statutes on a recurring basis annually in the amount of $ 265,000 for the 2008-2009 school year, in the amount of $82,000 for the 2009-2010 school year (for a total of $347,000), in the amount of $ 285,000 in the 2010-2011 school year (for a total of $632,000), in the amount of $ 12,000 in the 2011-2012 school year (for a total of $644,000), for the purposes of meeting the operational needs of the School District as determined by the School Board from time to time; the $644,000 will remain in the base
",364,395,FV,Failed
6410,Weyerhaeuser Area School District (6410),10,3649,2008-04-01,NR,Non-Recurring Referendum,625000.0,"2008-2009  625000.00,2009-2010  625000.00,2010-2011  625000.00",Ongoing operational and maintenance expenses,"BE IT RESOLVED by the School Board of the Weyerhaeuser Area School District, Rusk and Barron Counties, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue specified in Section 121.91, Wisconsin Statutes, for three years commencing with the 2008-2009 school year and ending with the 2010-2011 school year by $625,000 per year, for non-recurring purposes consisting of ongoing operational and maintenance expenses.",248,253,FV,Failed
6608,Winneconne Community School District (6608),06,3731,2008-04-01,NR,Non-Recurring Referendum,1190000.0,"2008-2009  1190000.00,2009-2010  1450000.00",to maintain educational programs and facilities of the district,"Shall the Winneconne Community School District be authorized to exceed state revenue limits on a non-recurring basis, for general operations, including the maintenance of educational programs and facilities of the district, by the specified amounts in each of two (2) consecutive years, including the 2008-2009 ($1,190,000) and the 2009-2010 ($1,450,000) school years?",970,1427,FV,Failed
2142,Gilmanton School District (2142),10,1088,2008-04-15,RR,Recurring Referendum,125000.0,,meet operational expenses,"Be it resolved by the School Board of the School District of Gilmanton that it shall include revenue in its budget for the 2008-2009 school year and each subsequent school year a sum not to exceed $125,000 in excess of the revenue limits set forth in Section 121.91, Wis. Stats., annually for the purpose of meeting operational expenses.",138,314,FV,Failed
6720,Woodruff J1 School District (6720),09,3781,2008-04-29,NR,Non-Recurring Referendum,825000.0,"2008-2009  825000.00,2009-2010  825000.00,2010-2011  825000.00,2011-2012  825000.00,2012-2013  825000.00",Operational Expenses,"BE IT RESOLVED by the School Board of the Joint School District Number 1, Towns of Arbor Vitae and Woodruff, Oneida and Vilas Counties, Wisconsin, that the revenues included in the School District budget for 5 years beginning with the 2008-2009 school year and ending with the 2012-2013 school year be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $825,000 a year, for on-recurring purposes.",594,983,FV,Failed
4865,Rio Community School District (4865),05,2810,2008-05-20,NR,Non-Recurring Referendum,295000.0,"2008-2009  295000.00,2009-2010  415000.00,2010-2011  560000.00",ongoing program and maintenance cost,"Be it resolved by the School Board of the Rio Community School District, Columbia County, Wisconsin, that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, for the 2008-2009 school year by $295,000; for the 2009-2010 school year by $415,000; and for the 2010-2011 school year by $560,000, for non-recurring purposes consisting of ongoing program and maintenance costs",627,340,PV,Passed
0231,Baldwin-Woodville Area School District (0231),11,163,2008-06-03,ID,Issue Debt,3500000.0,,To construct a new indoor swimming pool facility.,"2)to borrow an amount not to exceed $3,500,000 for the purpose of constructing and equipping a new indoor swimming pool facility to be located on property owned by the District.",631,1163,FV,Failed
0231,Baldwin-Woodville Area School District (0231),11,164,2008-06-03,ID,Issue Debt,16775000.0,,To construct a new intermediate school,"1) to borrow an amount not to exceed $16,775,000 for the purpose of:  (i) constructing and equipping a new grades 3 through 5 intermediate school to be located on property owned by the District; and (ii) renovations to and equipment for remodeling the existing Greenfield Elementary School.",445,1348,FV,Failed
6410,Weyerhaeuser Area School District (6410),10,3650,2008-06-03,NR,Non-Recurring Referendum,468119.0,"2008-2009  468119.00,2009-2010  648119.00,2010-2011  688119.00",operational expenses ,"Shall the following resolution be approved?

Resolution authorizing the school district budget to exceed revenue limit for three years for non-recurring purposes. 

Be it resolved by the school board of the Weyerhaeuser Area School District, Rusk and Barron Counties, Wisconsin, that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, for three years commencing with the 2008-2009 school year by $468,119; for the 2009-2010 school year by $648,119; and ending with the 2010-2011 school year by $688,119, for non-recurring purposes consisting of ongoing operational and maintenance expenses.",301,296,PV,Passed
6608,Winneconne Community School District (6608),06,3732,2008-06-03,NR,Non-Recurring Referendum,880000.0,"2008-2009  880000.00,2009-2010  880000.00",To maintain educational programs and facilities of the district.,"Shall the Winneconne Community School District be authorized to exceed state revenue limits on a non-recurring basis, for general operations, including the maintenance of educational programs and facilities of the District, by the specified amounts in each of two (2) consecutive years, including the 2008-2009 ($880,000), 2009-2010 ($880,000) school years?",1645,1116,PV,Passed
5068,Salem School District (5068),02,2915,2008-06-10,RR,Recurring Referendum,640000.0,"2008-2009  640000.00,2009-2010  470000.00,2010-2011  210000.00,2011-2012  275000.00",Operating Referendum to exceed revenue limit,"RESOLUTION
AUTHORIZING THE SCHOOL DISTRICT BUDGET TO
EXCEED REVENUE LIMIT
FOR RECURRING PURPOSES
BE IT RESOLVED by the School Board of the Salem School District, Kenosha County, Wisconsin, that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, for the 2008-2009 school year by $640,000; for the 2009-2010 school year by an additional $470,000 (for a total of $1,110,000); for the 2010-2011 school year by an additional $210,000 (for a total of $1,320,000) and for the 2011-2012 and thereafter by an additional $275,000 (for a total of $1,595,000 per year), for recurring purposes.
",235,269,FV,Failed
5068,Salem School District (5068),02,2916,2008-06-10,ID,Issue Debt,6500000.0,,"Repair, replace, improve current building and add 6 to 8 classrooms","INITIAL RESOLUTION
AUTHORIZING GENERAL OBLIGATION BONDS
IN AN AMOUNT NOT TO EXCEED $6,500,000
BE IT RESOLVED by the School Board of the Salem School District, Kenosha County, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $6,500,000 for the public purpose of paying the cost of undertaking various maintenance, replacement, repair and improvement projects at the Salem Elementary School building and site including projects to improve energy efficiency, ADA compliance, roofing, paving, security, fire safety and general maintenance and repairs and constructing and equipping an addition to the building.""
",258,246,PV,Passed
6230,Wausaukee School District (6230),08,3535,2008-06-24,NR,Non-Recurring Referendum,575000.0,,school district operation and maintenance expenses,"Be it resolved by the School Board of the School District of Wausaukee, Marinette County, Wisconsin, that the final school district budget for the 2008-09 school year shall include, on a nonrecurring basis, an amount of $575,000 in excess of the revenue limits imposed by Section 121.91(2m) of the Wisconsin Statutes for the purpose of paying the cost of school district operation and maintenance expenses",544,563,FV,Failed
6230,Wausaukee School District (6230),08,3536,2008-08-19,NR,Non-Recurring Referendum,675000.0,"2008-2009  675000.00,2009-2010  675000.00,2010-2011  675000.00,2011-2012  675000.00,2012-2013  675000.00,2013-2014  675000.00,2014-2015  675000.00,2015-2016  675000.00,2016-2017  675000.00,2017-2018  675000.00",school district operation and maintenance expenses,"Be it resolved by the School Board of the School District of Wausaukee, Marinette County, Wisconsin, that the final school district budget for the 2008-09 through 2017-18 school years shall include, on a nonrecurring basis, an amount of $675,000 each year in excess of the revenue limits imposed by Section 121.91(2m) of the Wisconsin Statutes for the purpose of paying the cost of school district operation and maintenance expenses",1234,674,PV,Passed
