Election Date,Agency Name,County,Election Type,Measure Name,Type of Tax/Debt,Amount of Bond/Tax,% Yes,% No,Threshold Value,Election Result,Purpose
03/03/2020 00:00:00,San Francisco City & County,San Francisco,Primary,D,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: vacant property tax on ground floor commercial space in certain commercial districts, rates of between $250 and $1,000 per street-facing foot, starting January 1, 2021 and without any expiration date",70.09,29.91,Two-thirds,Pass,Other Purpose
03/03/2020 00:00:00,San Francisco City & County,San Francisco,Primary,B,General Obligation Bond,628500000,82.84,17.16,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
03/03/2020 00:00:00,Rancho Santiago Community College District,Orange,Primary,L,General Obligation Bond,496000000,51.83,48.17,55%,Fail,"College, University Facility"
03/03/2020 00:00:00,San Bernardino County,San Bernardino,Primary,H,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: ranging from $40 to $200 per parcel,57.60,42.40,Two-thirds,Fail,Hospital
03/03/2020 00:00:00,San Diego,San Diego,Primary,C,"Tax (Levy, Parcel, Sales, Fee)",Transient Occupancy Tax: increase the tax levied on overnight lodging guests with a tiered range from 1.25% to 3.25%,65.24,34.76,Two-thirds,Fail,Other Purpose
03/03/2020 00:00:00,Saddleback Valley Unified School District,Orange,Primary,M,General Obligation Bond,495000000,37.53,62.47,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Sacramento City Unified School District,Sacramento,Primary,H,General Obligation Bond,750000000,62.46,37.54,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,Sulphur Springs Union School District,Los Angeles,Primary,US,General Obligation Bond,78000000,42.63,57.37,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Napa County,Napa,Primary,K,"Tax (Levy, Parcel, Sales, Fee)","Sales Tax: 0.25%, thereby increasing the sales tax from 7.75% to 8%",63.08,36.92,Two-thirds,Fail,"Parks, Open Space"
03/03/2020 00:00:00,Moorpark Unified School District,Ventura,Primary,A,General Obligation Bond,96000000,45.63,54.37,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Oak Grove School District,Santa Clara,Primary,S,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: $132 per parcel for nine years, providing $3.4 million ongoing annually",55.43,44.57,Two-thirds,Fail,K-12 School Facility
03/03/2020 00:00:00,Norwalk,Los Angeles,Primary,P,"Tax (Levy, Parcel, Sales, Fee)","Sales Tax: additional 0.75%, increasing the total sales tax rate from 9.5% to 10.25%, generating an estimated $7 million in annual general fund revenue",56.99,43.01,Majority,Pass,Other Purpose
03/03/2020 00:00:00,Pleasanton Unified School District,Alameda,Primary,M,General Obligation Bond,323000000,52.40,47.60,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Oakland,Alameda,Primary,Q,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: $148 per single-family parcels, $101.08 per unit for multi-unit parcels, and varying rates for other property types",68.08,31.92,Two-thirds,Pass,"Parks, Open Space"
03/03/2020 00:00:00,"El Dorado County CSA No 9 (Fernwood Cothrin Ranch Road)  ",El Dorado,Primary,K,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: $450.00 on each parcel of land for an unlimited duration,59.31,40.69,Two-thirds,Fail,Street Construction and Improvements
03/03/2020 00:00:00,Clements Rural Fire Protection District,San Joaquin,Primary,Q,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: $40 per parcel and special rates for residential and commercial property,51.16,48.84,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
03/03/2020 00:00:00,Arcata Fire Protection District,Humboldt,Primary,R,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: annual tax of $118 for single-family residential homes for 10 years,63.76,36.24,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
03/03/2020 00:00:00,Mountain View School District,San Bernardino,"Primary ",M,General Obligation Bond,56000000,69.47,30.53,Two-thirds,Pass,K-12 School Facility
03/03/2020 00:00:00,Mountain View School District,San Bernardino,Primary,Z,General Obligation Bond,33000000,49.79,50.21,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Burbank-Paradise Fire Protection District,Stanislaus,Primary,P,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: between $150 and $500, depending on the type of parcel",53.88,46.12,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
03/03/2020 00:00:00,Local Public Schools Funding Authority,Los Angeles,Primary,SP,General Obligation Bond,125000000,69.18,30.82,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,Penn Valley Fire Protection District,Nevada,Primary,J,General Obligation Bond,16000000,41.48,58.52,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Colfax Elementary School District,Placer,Primary,B,General Obligation Bond,4700000,45.41,54.59,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Higgins Fire Protection District,Nevada,Primary,I,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: replacing the district's existing annual parcel tax of $25 with a parcel tax of $240,58.29,41.71,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
03/03/2020 00:00:00,Bellevue Union School District,Sonoma,Primary,C,General Obligation Bond,28000000,59.90,40.10,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,Pleasant Hill Recreation & Park District,Contra Costa,Primary,A,General Obligation Bond,63500000,60.25,39.75,Two-thirds,Fail,"Parks, Open Space"
03/03/2020 00:00:00,Sonoma-Marin Area Rail Transit District,Marin,Primary,I,"Tax (Levy, Parcel, Sales, Fee)","Sales Tax: extending the existing 0.25% through March 31, 2059, generating approximately $40,000,000 annually for an additional 30 years",53.60,46.40,Two-thirds,Fail,Public Transit
03/03/2020 00:00:00,Porterville Unified School Facilities Improvement District,Tulare,Primary,L,General Obligation Bond,33400000,46.02,53.98,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Gerber Union Elementary School District,Tehama,Primary,E,General Obligation Bond,4000000,39.04,60.96,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Plumas Lake Elementary School District,Yuba,Primary,M,General Obligation Bond,30000000,52.65,47.35,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Black Oak Mine Unified School District,El Dorado,Primary,H,General Obligation Bond,29868000,42.83,57.17,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Morongo Unified School District,San Bernardino,Primary,C,General Obligation Bond,55600000,40.42,59.58,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Cutler-Orosi Joint Unified School District,Tulare; Fresno,Primary,K,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: annual tax of $38.00 per parcel,54.89,45.11,Two-thirds,Fail,Recreation and Sports Facilities
03/03/2020 00:00:00,Burney Fire Protection District,Shasta,Primary,B,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: ranging from $29 per unimproved property, $46 per residential property, $104 per commercial property, and $304 per industrial property, raising approximately $103,372.00 annually",54.73,45.27,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
03/03/2020 00:00:00,El Nido Elementary School District,Merced,Primary,P,General Obligation Bond,3400000,62.35,37.65,Majority,Pass,K-12 School Facility
03/03/2020 00:00:00,El Nido Elementary School District,Merced,Primary,Q,General Obligation Bond,3400000,58.49,41.51,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,Tamalpais Union High School District,Marin,Primary,B,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: extending the district's existing $455 annual parcel tax through July 2030, and adding $190 per parcel, for a new total annual parcel tax of $645 per parcel",63.84,36.16,Two-thirds,Fail,K-12 School Facility
03/03/2020 00:00:00,King City Union School District,Monterey,Primary,A,General Obligation Bond,19325000,55.76,44.24,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,King City Union School District,Monterey,Primary,B,General Obligation Bond,18975000,56.44,43.56,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,Pacific Grove Unified School District,Monterey,Primary,D,General Obligation Bond,30000000,67.91,32.09,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,Lawndale Elementary School District,Los Angeles,Primary,EE,General Obligation Bond,33800000,60.87,39.13,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,Lone Pine Unified School District,Inyo,Primary,M,General Obligation Bond,14000000,41.65,58.35,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Cabrillo Community College District,Santa Cruz; Monterey; San Benito,Primary,R,General Obligation Bond,274100000,53.05,46.95,55%,Fail,"College, University Facility"
03/03/2020 00:00:00,Sebastopol Union School District,Sonoma,Primary,E,General Obligation Bond,17500000,65.94,34.06,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,Geyserville Unified School District,Sonoma,Primary,A,General Obligation Bond,22000000,60.00,40.00,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,Patterson Joint Unified School District,Stanislaus; Santa Clara,Primary,N,General Obligation Bond,32500000,37.84,62.16,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Newman-Crows Landing Unified School District,Stanislaus,Primary,K,General Obligation Bond,35000000,47.80,52.20,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Chatom Union School District,Stanislaus,Primary,O,General Obligation Bond,10700000,48.75,51.25,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,San Benito High School District,San Benito; Santa Clara,Primary,L,General Obligation Bond,30000000,37.09,62.91,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Manteca Unified School District,San Joaquin,Primary,R,General Obligation Bond,260000000,50.44,49.56,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,La Honda-Pescadero Unified School District,San Mateo,Primary,M,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: increase from $100 per parcel to $130 per parcel for seven years,72.38,27.62,Two-thirds,Pass,K-12 School Facility
03/03/2020 00:00:00,Campbell Union High School District,Santa Clara,Primary,K,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: $298 per parcel for eight years, generating an estimated $16,600,000 per year",59.50,40.50,Two-thirds,Fail,K-12 School Facility
03/03/2020 00:00:00,Hanford Elementary School District,Kings,Primary,H,General Obligation Bond,23000000,46.58,53.42,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Evergreen School District,Santa Clara,Primary,V,General Obligation Bond,125000000,52.44,47.56,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Los Rios Community College District,Sacramento,Primary,E,General Obligation Bond,650000000,51.86,48.14,55%,Fail,"College, University Facility"
03/03/2020 00:00:00,Moraga School District,Contra Costa,Primary,M,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: $192 per parcel,70.82,29.18,Two-thirds,Pass,K-12 School Facility
03/03/2020 00:00:00,Portola Valley School District,San Mateo,Primary,P,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: $581 per parcel with a 3% increase every year,64.45,35.55,Two-thirds,Fail,K-12 School Facility
03/03/2020 00:00:00,Campbell Union School District,Santa Clara,Primary,P,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: $98 per parcel for nine years, generating an estimated $2.36 million per year in revenue",61.28,38.72,Two-thirds,Fail,K-12 School Facility
03/03/2020 00:00:00,Parlier Unified School District,Fresno,Primary,D,General Obligation Bond,11000000,62.87,37.13,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,West Contra Costa Unified School District,Contra Costa,Primary,R,General Obligation Bond,575000000,58.73,41.27,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,Union School District,Santa Clara,Primary,Q,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: $149 per parcel for six years, generating an estimated $1.9 million per year in revenue",57.70,42.30,Two-thirds,Fail,K-12 School Facility
03/03/2020 00:00:00,Alameda Unified School District,Alameda,Primary,A,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: levying $0.265 per building area square foot (capped at $7,999 per parcel) and $299 per vacant parcel annually for seven years",67.10,32.90,Two-thirds,Pass,K-12 School Facility
03/03/2020 00:00:00,Fort Bragg Unified School District,Mendocino,Primary,B,General Obligation Bond,35000000,56.13,43.87,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,Mountain View-Whisman School District,Santa Clara,Primary,T,General Obligation Bond,259000000,69.50,30.50,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,Antelope Valley Healthcare District,Los Angeles,Primary,AV,General Obligation Bond,350000000,50.13,49.87,Two-thirds,Fail,Health Care Facilities
03/03/2020 00:00:00,Williams Unified School District,Colusa,Primary,A,General Obligation Bond,19000000,45.90,54.10,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Santa Cruz City High School District,Santa Cruz,Primary,T,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: $110 per parcel for school funding,74.00,26.00,Two-thirds,Pass,K-12 School Facility
03/03/2020 00:00:00,Lake Valley Fire Protection District (CSCDA),Lake,Primary,B,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: $52 per parcel,61.51,38.49,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
03/03/2020 00:00:00,Santa Cruz City Elementary School District,Santa Cruz,Primary,U,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: renew the annual $208 per parcel,79.85,20.15,Two-thirds,Pass,K-12 School Facility
03/03/2020 00:00:00,Kingsburg Joint Union High School District,Fresno; Kings; Tulare,Primary,E,General Obligation Bond,17000000,52.77,47.23,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Mendocino Unified School District,Mendocino,Primary,H,General Obligation Bond,31000000,70.09,29.91,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,Sunol Glen Unified School District,Alameda,Primary,O,General Obligation Bond,9500000,50.56,49.44,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Le Grand Union High School District,Merced,Primary,R,General Obligation Bond,6000000,53.87,46.13,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Willits Unified School District,Mendocino,Primary,G,General Obligation Bond,17000000,54.81,45.19,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Aromas-San Juan Unified School District,San Benito; Monterey; Santa Cruz,Primary,m,General Obligation Bond,4200000,56.95,43.05,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,Hope Elementary School District,Santa Barbara,Primary,J2020,General Obligation Bond,47400000,61.71,38.29,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,Anaheim Union High School District,Orange,Primary,B,General Obligation Bond,398000000,52.31,47.69,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Emery Unified School District,Alameda,Primary,K,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: $0.12 per square foot of building area for nine years,75.25,24.75,Two-thirds,Pass,K-12 School Facility
03/03/2020 00:00:00,Wheatland Union High School District,Yuba,"Primary ",L,General Obligation Bond,16500000,42.60,57.40,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Merced Community College District,Merced; Fresno,Primary,J,General Obligation Bond,247000000,46.07,53.93,55%,Fail,"College, University Facility"
03/03/2020 00:00:00,Davis Joint Unified School District,Yolo; Solano,Primary,G,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: $198, adjusted annually for inflation, raising approximately $3,000,000 per year",68.05,31.95,Two-thirds,Pass,K-12 School Facility
03/03/2020 00:00:00,Wasco Union High School District,Kern,Primary,A,General Obligation Bond,38950000,51.70,48.30,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,San Lorenzo Valley Unified School District,Santa Cruz,Primary,S,General Obligation Bond,75000000,55.12,44.88,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,West Sonoma County Union High School District,Sonoma,Primary,B,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: $79.00 for eight years,68.91,31.09,Two-thirds,Pass,K-12 School Facility
03/03/2020 00:00:00,Lafayette Elementary School District,Contra Costa,Primary,L,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: $290 per parcel for seven years, providing $3,011,360 annually",73.13,26.87,Two-thirds,Pass,K-12 School Facility
03/03/2020 00:00:00,Soledad Unified School District,Monterey,Primary,E,General Obligation Bond,11500000,53.62,46.38,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,San Ysidro School District,San Diego,Primary,T,General Obligation Bond,52985000,70.09,29.91,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,San Ysidro School District,San Diego,Primary,U,General Obligation Bond,55500000,68.90,31.10,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,Lakeside Union School District,San Diego,Primary,R,General Obligation Bond,33000000,41.56,58.44,55%,Fail,K-12 School Facility
03/03/2020 00:00:00,Mammoth Lakes Fire Protection District,Mono,Primary,F,"Tax (Levy, Parcel, Sales, Fee)","Parcel Tax: annual tax of $85 per residential unit, $20 per vacant parcel, and $34 per 0.1 acres for other improved property",65.37,34.63,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
03/03/2020 00:00:00,Brisbane School District,San Mateo,"Primary ",K,General Obligation Bond,27000000,64.53,35.47,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,Bridgeville Elementary School District,Humboldt,Primary,S,General Obligation Bond,1200000,61.35,38.65,55%,Pass,K-12 School Facility
03/03/2020 00:00:00,West Side Union Elementary School District,Sonoma,Primary,F,General Obligation Bond,7500000,62.07,37.93,55%,Pass,K-12 School Facility
